epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21222.1,1.51035,1.2719,1.04972,0.45177,0.29125,0.29344,0.15602,1.41525,0.9499,1.00523,0.000237973,0.000237973,0.000237973
